epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,207.309,2.8872,5.17177,0.00288,0.17706,0.04109,0.01074,0.00329,2.39737,3.77897,0.00251,5.29413e-05,5.29413e-05,5.29413e-05
2,377.555,2.47098,3.48354,0.00213,0.05942,0.05111,0.01697,0.00532,2.2892,3.27146,0.00235,0.00010463,0.00010463,0.00010463
3,546.075,2.43076,3.21116,0.00206,0.12818,0.0528,0.01907,0.00618,2.25368,3.09518,0.0023,0.000155008,0.000155008,0.000155008
4,713.022,2.38688,3.11094,0.002,0.10603,0.06073,0.02281,0.00739,2.25732,3.14023,0.0023,0.000153097,0.000153097,0.000153097
5,902.153,2.3571,3.00404,0.00197,0.07032,0.0762,0.02427,0.00823,2.22001,2.93699,0.00226,0.000151129,0.000151129,0.000151129
6,1070.28,2.35145,2.964,0.00196,0.10124,0.07941,0.02639,0.00866,2.21796,2.88684,0.00227,0.000149162,0.000149162,0.000149162
7,1236.58,2.32937,2.93455,0.00193,0.0937,0.07919,0.02771,0.00911,2.21317,2.92099,0.00225,0.000147194,0.000147194,0.000147194
8,1406.05,2.33015,2.9265,0.00194,0.21833,0.08672,0.03582,0.01173,2.20712,2.82668,0.00224,0.000145227,0.000145227,0.000145227
9,1572.8,2.31616,2.87763,0.00193,0.05437,0.10372,0.03376,0.0119,2.20648,2.86224,0.00224,0.000143259,0.000143259,0.000143259
10,1741.04,2.33145,2.81792,0.00188,0.11133,0.09483,0.03588,0.01185,2.1991,2.78528,0.00223,0.000141291,0.000141291,0.000141291
11,1907.66,2.30997,2.80479,0.0019,0.15204,0.09202,0.03659,0.0131,2.19202,2.79516,0.00222,0.000139324,0.000139324,0.000139324
12,2179.25,2.32042,2.8137,0.00189,0.2682,0.09917,0.03882,0.0138,2.19919,2.74661,0.00224,0.000137356,0.000137356,0.000137356
13,2345.98,2.31239,2.78143,0.00189,0.11698,0.09802,0.03847,0.01365,2.19956,2.75362,0.00222,0.000135388,0.000135388,0.000135388
14,2515.4,2.32248,2.80632,0.00189,0.25758,0.10616,0.03967,0.01377,2.19298,2.72868,0.00222,0.000133421,0.000133421,0.000133421
15,3291.43,2.27708,2.76377,0.00189,0.16655,0.10891,0.03917,0.01306,2.19349,2.73553,0.00222,0.000131453,0.000131453,0.000131453
16,3539.94,2.31199,2.75148,0.00187,0.252,0.10716,0.04076,0.01369,2.19699,2.72648,0.00223,0.000129486,0.000129486,0.000129486
17,4121.99,2.28759,2.70871,0.00186,0.12723,0.1128,0.04268,0.01426,2.18937,2.72577,0.00221,0.000127518,0.000127518,0.000127518
18,4293.45,2.29566,2.7335,0.00191,0.19851,0.1076,0.04252,0.01416,2.18344,2.724,0.00219,0.00012555,0.00012555,0.00012555
19,4460.78,2.27422,2.70681,0.00189,0.13589,0.10545,0.03927,0.01305,2.20506,2.71692,0.00225,0.000123583,0.000123583,0.000123583
20,4627.72,2.29496,2.68089,0.00186,0.07632,0.12307,0.04203,0.01398,2.18415,2.71383,0.0022,0.000121615,0.000121615,0.000121615
21,4795.24,2.30315,2.70403,0.0019,0.19444,0.10826,0.04264,0.01392,2.17588,2.75848,0.00221,0.000119647,0.000119647,0.000119647
22,4964.54,2.27931,2.70113,0.00188,0.14856,0.11395,0.04305,0.01427,2.18731,2.72018,0.00223,0.00011768,0.00011768,0.00011768
23,5132.01,2.285,2.69461,0.00186,0.0738,0.119,0.0415,0.01369,2.17894,2.76312,0.00221,0.000115712,0.000115712,0.000115712
24,5299.32,2.25993,2.65335,0.00186,0.1543,0.11412,0.04215,0.01426,2.16952,2.72677,0.00219,0.000113745,0.000113745,0.000113745
25,5465.81,2.27969,2.64766,0.00184,0.18559,0.11588,0.04266,0.01392,2.1724,2.73887,0.00219,0.000111777,0.000111777,0.000111777
26,5633.58,2.27235,2.6781,0.00188,0.13745,0.13107,0.04659,0.01562,2.17608,2.73186,0.00221,0.000109809,0.000109809,0.000109809
27,5799.19,2.25744,2.65957,0.00186,0.09951,0.13772,0.0467,0.01553,2.1775,2.71125,0.0022,0.000107842,0.000107842,0.000107842
28,6168.3,2.27015,2.61993,0.00182,0.21481,0.11569,0.0434,0.01456,2.18456,2.70596,0.00222,0.000105874,0.000105874,0.000105874
29,6336.05,2.26316,2.61074,0.00181,0.13879,0.13274,0.04802,0.01623,2.17374,2.70361,0.0022,0.000103906,0.000103906,0.000103906
30,6506.27,2.25335,2.6195,0.00184,0.2177,0.12065,0.04939,0.01622,2.18259,2.70986,0.00221,0.000101939,0.000101939,0.000101939
31,6672.35,2.24509,2.61507,0.00184,0.21824,0.12796,0.05187,0.01715,2.17841,2.72118,0.0022,9.99712e-05,9.99712e-05,9.99712e-05
32,6840.15,2.25166,2.62766,0.00187,0.11065,0.12404,0.04651,0.01548,2.17061,2.70688,0.00219,9.80036e-05,9.80036e-05,9.80036e-05
33,7010.22,2.25431,2.5948,0.00186,0.0896,0.12664,0.0456,0.01485,2.17515,2.7261,0.0022,9.6036e-05,9.6036e-05,9.6036e-05
34,7175.69,2.25597,2.58356,0.00181,0.09273,0.13958,0.04699,0.01555,2.18283,2.71727,0.00221,9.40684e-05,9.40684e-05,9.40684e-05
35,7344.85,2.2538,2.5736,0.00182,0.11344,0.1243,0.04748,0.01591,2.17752,2.69552,0.0022,9.21007e-05,9.21007e-05,9.21007e-05
36,7817.68,2.22943,2.59021,0.00184,0.10987,0.14713,0.04795,0.01629,2.17577,2.70032,0.0022,9.01331e-05,9.01331e-05,9.01331e-05
37,7984.84,2.22995,2.59565,0.00183,0.1334,0.13408,0.04505,0.01535,2.18735,2.70256,0.00223,8.81655e-05,8.81655e-05,8.81655e-05
38,8150.66,2.24996,2.56286,0.00182,0.13655,0.13844,0.0491,0.01673,2.19234,2.69932,0.00222,8.61979e-05,8.61979e-05,8.61979e-05
39,8316.39,2.23126,2.55451,0.00182,0.1543,0.12234,0.04869,0.0163,2.1717,2.68485,0.0022,8.42303e-05,8.42303e-05,8.42303e-05
40,8483.31,2.24055,2.5429,0.00179,0.16903,0.12658,0.05043,0.01739,2.17142,2.68854,0.00219,8.22626e-05,8.22626e-05,8.22626e-05
41,8649.1,2.22539,2.55974,0.00181,0.13852,0.14504,0.05024,0.01724,2.17447,2.70663,0.0022,8.0295e-05,8.0295e-05,8.0295e-05
42,8814.24,2.22645,2.53055,0.0018,0.13962,0.1373,0.05,0.0167,2.17565,2.69493,0.00221,7.83274e-05,7.83274e-05,7.83274e-05
43,8981.16,2.22484,2.54122,0.00182,0.17279,0.13063,0.04694,0.01602,2.16847,2.71952,0.00219,7.63597e-05,7.63597e-05,7.63597e-05
44,9148.83,2.22858,2.52127,0.00181,0.17928,0.13539,0.04924,0.01702,2.1759,2.70105,0.00221,7.43921e-05,7.43921e-05,7.43921e-05
45,9313.72,2.217,2.52653,0.00184,0.13129,0.13308,0.04653,0.01621,2.18321,2.70421,0.0022,7.24245e-05,7.24245e-05,7.24245e-05
46,9480.37,2.2353,2.53375,0.00183,0.17215,0.12429,0.04994,0.01712,2.17982,2.71678,0.00221,7.04569e-05,7.04569e-05,7.04569e-05
47,9646.07,2.23071,2.53873,0.00183,0.14171,0.13541,0.04905,0.01655,2.17823,2.7111,0.00221,6.84893e-05,6.84893e-05,6.84893e-05
48,10001,2.21139,2.4986,0.00182,0.2228,0.13482,0.04619,0.01596,2.18162,2.74417,0.00221,6.65216e-05,6.65216e-05,6.65216e-05
49,10168.4,2.22076,2.48805,0.00179,0.10668,0.14272,0.0485,0.01661,2.18807,2.71088,0.00221,6.4554e-05,6.4554e-05,6.4554e-05
50,10336.4,2.22655,2.49256,0.00179,0.21498,0.13296,0.05233,0.01853,2.18222,2.69917,0.00222,6.25864e-05,6.25864e-05,6.25864e-05
