epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,1372.58,2.32834,1.36302,0.8946,0.13008,0.09874,0.04116,0.01229,3.03399,2.29158,1.03192,3.77943e-05,3.77943e-05,3.77943e-05
79,1389.45,2.32381,1.35075,0.89304,0.17855,0.08853,0.04252,0.01247,3.04164,2.31139,1.03085,3.62202e-05,3.62202e-05,3.62202e-05
80,1406.58,2.31929,1.34233,0.89292,0.17059,0.09749,0.04209,0.01262,3.04159,2.2938,1.03807,3.46461e-05,3.46461e-05,3.46461e-05
81,1423.6,2.31942,1.35422,0.89811,0.17811,0.09464,0.03863,0.01164,3.04422,2.31761,1.03344,3.3072e-05,3.3072e-05,3.3072e-05
82,1440.57,2.30398,1.3406,0.89384,0.18532,0.0995,0.04153,0.01292,3.04279,2.30776,1.03678,3.14979e-05,3.14979e-05,3.14979e-05
83,1457.48,2.31878,1.34143,0.88709,0.20115,0.09795,0.04036,0.01195,3.0424,2.30922,1.04351,2.99238e-05,2.99238e-05,2.99238e-05
84,1474.53,2.2911,1.32861,0.88838,0.16964,0.09888,0.04204,0.0128,3.04857,2.32298,1.03861,2.83497e-05,2.83497e-05,2.83497e-05
85,1491.37,2.29132,1.33051,0.8922,0.17029,0.0974,0.04326,0.01278,3.04428,2.29162,1.03514,2.67756e-05,2.67756e-05,2.67756e-05
86,1508.33,2.29081,1.31948,0.88749,0.19915,0.09868,0.0411,0.01221,3.05446,2.31896,1.0411,2.52015e-05,2.52015e-05,2.52015e-05
87,1525.22,2.28971,1.31354,0.88668,0.1798,0.09713,0.04107,0.01254,3.05439,2.31792,1.03252,2.36274e-05,2.36274e-05,2.36274e-05
88,1542.36,2.28444,1.31353,0.89088,0.19781,0.09606,0.04024,0.01212,3.05279,2.31095,1.03126,2.20533e-05,2.20533e-05,2.20533e-05
89,1559.26,2.27191,1.30434,0.88478,0.19562,0.08924,0.03996,0.01209,3.05715,2.32615,1.04312,2.04792e-05,2.04792e-05,2.04792e-05
90,1576.18,2.25723,1.304,0.88809,0.18709,0.09149,0.03936,0.01182,3.0547,2.31837,1.03788,1.89051e-05,1.89051e-05,1.89051e-05
91,1605.5,2.28018,1.35055,0.90934,0.16912,0.09055,0.03904,0.01179,3.06181,2.30779,1.03559,1.7331e-05,1.7331e-05,1.7331e-05
92,1622.11,2.22883,1.29807,0.89472,0.15485,0.09487,0.04034,0.01218,3.06031,2.32772,1.03665,1.57569e-05,1.57569e-05,1.57569e-05
93,1638.45,2.21488,1.28446,0.89268,0.16388,0.09254,0.03983,0.01185,3.06586,2.32411,1.03632,1.41828e-05,1.41828e-05,1.41828e-05
94,1654.82,2.20535,1.27444,0.88993,0.18575,0.09425,0.03867,0.01168,3.06294,2.32924,1.03864,1.26087e-05,1.26087e-05,1.26087e-05
95,1671.22,2.19517,1.27958,0.89509,0.16136,0.09454,0.03953,0.01178,3.06623,2.32129,1.03552,1.10346e-05,1.10346e-05,1.10346e-05
96,1687.73,2.1956,1.27373,0.89227,0.1718,0.09711,0.04057,0.01177,3.06313,2.32229,1.03837,9.4605e-06,9.4605e-06,9.4605e-06
97,1704.12,2.18766,1.26301,0.8889,0.18716,0.09667,0.04032,0.01191,3.0627,2.31597,1.03759,7.8864e-06,7.8864e-06,7.8864e-06
98,1720.48,2.18507,1.26319,0.88791,0.18027,0.10038,0.04045,0.01206,3.06414,2.32818,1.0358,6.3123e-06,6.3123e-06,6.3123e-06
99,1736.78,2.18401,1.26277,0.89059,0.15747,0.0982,0.04068,0.0119,3.06208,2.32376,1.03518,4.7382e-06,4.7382e-06,4.7382e-06
100,1753.27,2.17866,1.25736,0.88893,0.16006,0.09789,0.03984,0.01177,3.06379,2.32139,1.03495,3.1641e-06,3.1641e-06,3.1641e-06
