epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1244.05,2.87647,2.15046,0.00345,0.20587,0.09603,0.04126,0.01408,2.93248,2.3167,0.00372,8.0295e-05,8.0295e-05,8.0295e-05
42,1272.93,2.86994,2.13751,0.00339,0.23277,0.09169,0.04266,0.01434,2.93869,2.27472,0.00375,7.83274e-05,7.83274e-05,7.83274e-05
43,1302.7,2.88542,2.16242,0.00344,0.1944,0.09397,0.03625,0.01142,2.95571,2.32419,0.00376,7.63597e-05,7.63597e-05,7.63597e-05
44,1332.21,2.87136,2.14323,0.00338,0.2148,0.09077,0.04191,0.01381,2.94514,2.29737,0.00374,7.43921e-05,7.43921e-05,7.43921e-05
45,1361.54,2.85005,2.1536,0.00345,0.18561,0.08546,0.03825,0.01307,2.93924,2.32095,0.00377,7.24245e-05,7.24245e-05,7.24245e-05
46,1390.8,2.85935,2.13942,0.00339,0.19015,0.08979,0.0408,0.01385,2.93037,2.30333,0.00371,7.04569e-05,7.04569e-05,7.04569e-05
47,1419.84,2.86144,2.13137,0.00339,0.15502,0.08703,0.04032,0.01369,2.94302,2.31222,0.00378,6.84893e-05,6.84893e-05,6.84893e-05
48,1450.39,2.86042,2.12647,0.0034,0.14657,0.08882,0.0381,0.01242,2.9444,2.32162,0.00375,6.65216e-05,6.65216e-05,6.65216e-05
49,1479.97,2.8608,2.13139,0.00338,0.14585,0.08935,0.03989,0.01362,2.93721,2.29411,0.00379,6.4554e-05,6.4554e-05,6.4554e-05
50,1509.26,2.83907,2.11392,0.00339,0.12651,0.09156,0.04003,0.01312,2.9258,2.27917,0.00371,6.25864e-05,6.25864e-05,6.25864e-05
51,1538.94,2.84074,2.10409,0.00335,0.17266,0.08996,0.04023,0.01332,2.93429,2.3229,0.00374,6.06187e-05,6.06187e-05,6.06187e-05
52,1570.04,2.85015,2.11633,0.00339,0.17229,0.08011,0.03791,0.01254,2.93143,2.289,0.00372,5.86511e-05,5.86511e-05,5.86511e-05
53,1599.92,2.86184,2.10791,0.00339,0.18959,0.08655,0.03831,0.01228,2.94412,2.2915,0.0038,5.66835e-05,5.66835e-05,5.66835e-05
54,1629.47,2.85677,2.09432,0.00333,0.17588,0.08494,0.03759,0.01261,2.92814,2.27015,0.00374,5.47159e-05,5.47159e-05,5.47159e-05
55,1659.01,2.82859,2.08793,0.00335,0.17358,0.10204,0.0375,0.01269,2.92639,2.2862,0.00374,5.27482e-05,5.27482e-05,5.27482e-05
56,1688.31,2.83771,2.09581,0.00342,0.19494,0.08584,0.03967,0.01351,2.92412,2.28829,0.00371,5.07806e-05,5.07806e-05,5.07806e-05
57,1718.2,2.8299,2.08493,0.00333,0.19649,0.09335,0.04121,0.01385,2.91978,2.31813,0.00371,4.8813e-05,4.8813e-05,4.8813e-05
58,1748.58,2.83903,2.0908,0.00334,0.18287,0.09466,0.04193,0.01333,2.92066,2.2759,0.00369,4.68454e-05,4.68454e-05,4.68454e-05
59,1778.65,2.83702,2.09606,0.00338,0.20343,0.09659,0.04383,0.01509,2.91784,2.28637,0.00373,4.48777e-05,4.48777e-05,4.48777e-05
60,1808.34,2.84189,2.10939,0.00338,0.18552,0.09509,0.0406,0.01383,2.91758,2.28899,0.00368,4.29101e-05,4.29101e-05,4.29101e-05
61,1838.24,2.84705,2.08146,0.00336,0.14453,0.09362,0.0408,0.01372,2.91673,2.28843,0.0037,4.09425e-05,4.09425e-05,4.09425e-05
62,1867.21,2.81846,2.07958,0.00331,0.14038,0.09656,0.04169,0.01403,2.9188,2.28707,0.00373,3.89749e-05,3.89749e-05,3.89749e-05
63,1896.6,2.82162,2.08122,0.00333,0.16695,0.09162,0.0407,0.01395,2.91997,2.30558,0.00372,3.70072e-05,3.70072e-05,3.70072e-05
64,1925.47,2.81818,2.06013,0.00328,0.16345,0.09704,0.04116,0.01362,2.91146,2.29778,0.0037,3.50396e-05,3.50396e-05,3.50396e-05
65,1953.96,2.80736,2.05477,0.00326,0.15794,0.09599,0.04248,0.01449,2.91746,2.28358,0.00371,3.3072e-05,3.3072e-05,3.3072e-05
66,1982.96,2.81689,2.06808,0.00328,0.16196,0.09679,0.04257,0.01454,2.90788,2.27564,0.0037,3.11044e-05,3.11044e-05,3.11044e-05
67,2012.63,2.82566,2.06426,0.0033,0.18666,0.09612,0.04168,0.01433,2.91523,2.28529,0.00371,2.91368e-05,2.91368e-05,2.91368e-05
68,2041.49,2.82077,2.06093,0.00328,0.18354,0.09358,0.04135,0.01398,2.90749,2.29411,0.0037,2.71691e-05,2.71691e-05,2.71691e-05
69,2071.06,2.81182,2.05313,0.00327,0.17194,0.09728,0.04058,0.01403,2.91807,2.28999,0.00369,2.52015e-05,2.52015e-05,2.52015e-05
70,2100.56,2.8325,2.07111,0.0033,0.19937,0.09056,0.04107,0.01392,2.91948,2.27918,0.00372,2.32339e-05,2.32339e-05,2.32339e-05
71,2136.23,2.72455,2.03684,0.00327,0.16964,0.09148,0.03928,0.01354,2.91864,2.3128,0.00367,2.12662e-05,2.12662e-05,2.12662e-05
72,2161.68,2.70241,1.98997,0.00322,0.16647,0.09343,0.0401,0.01379,2.91388,2.30465,0.00367,1.92986e-05,1.92986e-05,1.92986e-05
73,2188.02,2.69706,1.97725,0.00321,0.15665,0.09917,0.04048,0.01397,2.91621,2.31023,0.00367,1.7331e-05,1.7331e-05,1.7331e-05
74,2213.98,2.69488,1.97659,0.00322,0.18438,0.09452,0.04164,0.01424,2.9081,2.30236,0.00366,1.53634e-05,1.53634e-05,1.53634e-05
75,2239.96,2.69316,1.98143,0.0032,0.18999,0.09049,0.03988,0.01379,2.90595,2.31206,0.00366,1.33957e-05,1.33957e-05,1.33957e-05
76,2266.1,2.68486,1.97741,0.00321,0.17971,0.09237,0.04004,0.01365,2.90679,2.31196,0.00365,1.14281e-05,1.14281e-05,1.14281e-05
77,2291.94,2.68671,1.97272,0.00321,0.17531,0.09648,0.04184,0.01429,2.90515,2.31345,0.00366,9.4605e-06,9.4605e-06,9.4605e-06
78,2317.86,2.68703,1.97421,0.00323,0.17924,0.09796,0.04112,0.01409,2.90637,2.30662,0.00366,7.49287e-06,7.49287e-06,7.49287e-06
79,2344.14,2.68767,1.96844,0.00321,0.17966,0.09564,0.04139,0.01425,2.90542,2.30735,0.00366,5.52525e-06,5.52525e-06,5.52525e-06
80,2370.11,2.67852,1.95759,0.00317,0.18092,0.09717,0.04176,0.01447,2.90312,2.30909,0.00366,3.55762e-06,3.55762e-06,3.55762e-06
